TABLEDB_BEGIN
4
SECOND
Ns=0.3(810gpm)(15.7metric)
-0.440,-0.610
TABLEDB_END
TABLEDB_BEGIN
10
SECOND
Ns=0.71(1935gpm)(37.4metric)
-0.960,-0.580
-0.780,-0.400
-0.600,-0.250
-0.430,-0.100
-0.270,0.050
-0.100,0.160
0.080,0.270
0.220,0.360
0.380,0.430
0.500,0.500
0.640,0.540
0.740,0.570
0.810,0.580
0.900,0.570
1.000,0.550
1.080,0.510
1.120,0.480
1.140,0.420
1.140,0.380
1.140,0.350
1.140,0.340
1.130,0.350
1.120,0.380
1.110,0.410
1.080,0.460
1.050,0.520
1.030,0.600
1.040,0.710
1.060,0.810
1.060,0.900
1.050,1.000
1.040,1.080
1.030,1.140
1.030,1.200
1.020,1.220
0.970,1.220
0.900,1.200
0.850,1.140
0.800,1.080
0.750,1.000
0.710,0.900
0.670,0.800
0.620,0.700
0.580,0.590
0.530,0.480
0.510,0.360
0.490,0.260
0.500,0.170
0.520,0.100
0.540,0.030
0.570,-0.020
0.590,-0.090
0.600,-0.150
0.590,-0.200
0.560,-0.270
0.500,-0.360
0.410,-0.480
0.290,-0.620
0.090,-0.770
-0.110,-0.900
-0.310,-1.020
-0.490,-1.120
-0.520,-1.250
-0.540,-1.400
-0.570,-1.550
-0.600,-1.550
-0.640,-1.400
-0.670,-1.250
-0.700,-1.100
-0.750,-0.950
-0.800,-0.800
-0.900,-0.680
-0.960,-0.580
TABLEDB_END
TABLEDB_BEGIN
12
SECOND
Ns=0.79(2160gpm)(41.8metric)
-0.550,-0.560
-0.440,-0.360
-0.340,-0.200
-0.240,-0.010
-0.140,0.090
-0.040,0.180
0.030,0.270
0.160,0.380
0.290,0.440
0.500,0.500
0.620,0.560
0.760,0.640
0.960,0.660
1.100,0.660
1.230,0.660
1.420,0.660
1.560,0.640
1.690,0.590
1.820,0.560
2.020,0.470
2.100,0.410
2.040,0.340
2.040,0.310
2.130,0.310
2.160,0.310
2.100,0.320
2.020,0.340
1.960,0.350
1.820,0.360
1.720,0.370
1.560,0.410
1.440,0.490
1.540,0.690
1.640,0.900
1.610,0.900
1.440,0.770
1.320,0.740
1.230,0.740
1.300,0.790
1.280,0.760
1.190,0.670
1.040,0.610
0.810,0.500
0.770,0.440
0.830,0.340
0.900,0.250
0.940,0.150
0.980,0.070
0.960,0.000
0.920,-0.100
0.900,-0.180
0.880,-0.250
0.880,-0.320
0.860,-0.420
0.860,-0.480
0.720,-0.660
0.530,-0.830
0.490,-0.980
0.360,-1.080
-0.030,-1.230
-0.250,-1.420
-0.420,-1.510
-0.580,-1.610
-0.740,-1.640
-0.860,-1.640
-0.940,-1.610
-1.000,-1.600
-1.210,-1.560
-1.440,-1.490
-1.000,-1.370
-0.860,-1.080
-0.670,-0.810
-0.550,-0.560
TABLEDB_END
TABLEDB_BEGIN
13
SECOND
Ns=1.21(3300gpm)(64metric)
-0.480,-0.640
-0.500,-0.420
-0.270,-0.240
-0.210,-0.130
-0.140,-0.020
-0.040,0.070
0.040,0.200
0.170,0.310
0.320,0.420
0.500,0.500
0.660,0.610
0.850,0.670
1.060,0.720
1.320,0.770
1.440,0.790
1.690,0.810
1.850,0.790
2.040,0.770
2.190,0.760
2.370,0.720
2.460,0.690
2.530,0.660
2.530,0.620
2.430,0.610
2.340,0.580
2.220,0.590
2.130,0.590
2.020,0.560
1.880,0.580
1.660,0.660
1.390,0.790
1.320,0.860
1.350,0.900
1.210,0.880
1.120,0.830
1.000,0.740
0.880,0.690
0.810,0.640
0.810,0.670
0.810,0.660
0.760,0.560
0.690,0.480
0.690,0.370
0.760,0.300
0.720,0.230
0.710,0.160
0.720,0.120
0.740,-0.010
0.720,-0.120
0.690,-0.230
0.660,-0.360
0.590,-0.490
0.520,-0.610
0.440,-0.740
0.380,-0.790
0.270,-0.980
0.020,-1.210
-0.250,-1.560
-0.520,-1.740
-0.760,-1.930
-0.920,-2.040
-1.080,-2.160
-1.210,-2.220
-1.300,-2.280
-1.370,-2.280
-1.390,-2.250
-1.420,-2.220
-1.370,-2.100
-1.280,-1.900
-1.190,-1.720
-1.000,-1.320
-0.770,-0.980
-0.480,-0.640
TABLEDB_END
TABLEDB_BEGIN
14
SECOND
Ns=1.36(3725gpm)(71.9metric)
-0.690,-0.580
-0.600,-0.440
-0.500,-0.290
-0.400,-0.120
-0.290,0.000
-0.190,0.070
-0.070,0.210
0.000,0.300
0.310,0.420
0.500,0.500
0.660,0.570
0.790,0.630
0.940,0.680
1.040,0.710
1.140,0.750
1.210,0.760
1.280,0.770
1.310,0.780
1.350,0.760
1.350,0.760
1.320,0.750
1.290,0.750
1.210,0.760
1.140,0.770
1.030,0.780
0.970,0.830
0.960,0.850
0.940,0.900
0.960,0.970
0.960,1.030
0.940,1.120
0.940,1.150
0.910,1.190
0.900,1.210
0.850,1.170
0.810,1.140
0.760,1.100
0.730,1.040
0.680,0.940
0.640,0.860
0.570,0.710
0.530,0.630
0.480,0.520
0.440,0.430
0.390,0.310
0.360,0.220
0.330,0.080
0.300,-0.070
0.290,-0.090
0.270,-0.200
0.230,-0.350
0.190,-0.450
0.110,-0.580
0.000,-0.690
-0.020,-0.830
-0.030,-0.940
-0.070,-1.100
-0.150,-1.190
-0.320,-1.300
-0.390,-1.370
-0.490,-1.420
-0.600,-1.490
-0.690,-1.500
-0.750,-1.500
-0.820,-1.450
-0.860,-1.420
-0.890,-1.320
-0.910,-1.260
-0.900,-1.140
-0.870,-1.020
-0.820,-0.890
-0.760,-0.750
-0.690,-0.580
TABLEDB_END
TABLEDB_BEGIN
15
SECOND
Ns=1.44(3940gpm)(76.1metric)
-1.010,-0.840
-0.860,-0.560
-0.690,-0.370
-0.500,-0.260
-0.320,-0.130
-0.220,0.000
-0.080,0.060
0.000,0.180
0.290,0.390
0.500,0.500
0.670,0.580
0.860,0.650
1.020,0.730
1.180,0.780
1.340,0.840
1.470,0.880
1.590,0.920
1.730,0.950
1.790,0.960
1.850,0.970
1.820,0.980
1.820,0.990
1.760,1.000
1.710,1.020
1.640,1.050
1.550,1.070
1.510,1.120
1.490,1.160
1.490,1.210
1.490,1.240
1.550,1.290
1.570,1.330
1.550,1.350
1.550,1.400
1.490,1.390
1.420,1.350
1.290,1.270
1.120,1.150
0.900,1.020
0.700,0.900
0.640,0.760
0.560,0.640
0.480,0.500
0.410,0.370
0.360,0.270
0.330,0.170
0.300,0.000
0.290,-0.060
0.240,-0.190
0.160,-0.310
0.100,-0.430
0.050,-0.570
0.010,-0.730
0.000,-0.880
-0.040,-1.010
-0.100,-1.180
-0.180,-1.300
-0.340,-1.370
-0.480,-1.410
-0.560,-1.470
-0.620,-1.510
-0.600,-1.550
-0.610,-1.580
-0.650,-1.640
-0.750,-1.690
-0.840,-1.730
-0.910,-1.710
-0.990,-1.660
-1.050,-1.550
-1.110,-1.450
-1.130,-1.290
-1.100,-1.080
-1.010,-0.840
TABLEDB_END
TABLEDB_BEGIN
11
SECOND
Ns=1.61(4400gpm)(85.1metric)
-1.220,-1.350
-1.070,-1.140
-0.900,-0.910
-0.740,-0.690
-0.540,-0.400
-0.360,-0.150
-0.150,0.050
0.060,0.210
0.290,0.380
0.500,0.500
0.700,0.600
0.890,0.690
1.040,0.740
1.190,0.790
1.300,0.810
1.400,0.840
1.490,0.870
1.530,0.910
1.570,0.990
1.600,1.060
1.630,1.130
1.670,1.220
1.700,1.300
1.730,1.390
1.750,1.450
1.720,1.500
1.680,1.560
1.640,1.610
1.600,1.640
1.560,1.650
1.520,1.660
1.490,1.660
1.460,1.660
1.420,1.670
1.390,1.660
1.350,1.630
1.300,1.570
1.250,1.480
1.180,1.370
1.100,1.230
0.980,1.080
0.800,0.910
0.650,0.750
0.550,0.600
0.440,0.420
0.370,0.270
0.300,0.110
0.240,-0.010
0.240,-0.130
0.270,-0.260
0.290,-0.370
0.310,-0.490
0.320,-0.600
0.330,-0.690
0.330,-0.770
0.310,-0.860
0.290,-0.960
0.220,-1.100
0.150,-1.300
0.050,-1.670
-0.100,-1.930
-0.270,-2.040
-0.400,-2.150
-0.500,-2.250
-0.600,-2.350
-0.700,-2.330
-0.800,-2.200
-0.900,-2.050
-1.000,-1.950
-1.100,-1.800
-1.200,-1.650
-1.300,-1.500
-1.220,-1.350
TABLEDB_END
TABLEDB_BEGIN
16
SECOND
Ns=1.83(5000gpm)(97metric)
-0.550,-0.670
-0.460,-0.490
-0.380,-0.260
-0.300,-0.160
-0.210,-0.060
-0.130,0.040
-0.010,0.160
0.140,0.260
0.290,0.370
0.500,0.500
0.660,0.530
0.860,0.620
1.020,0.670
1.300,0.720
1.420,0.760
1.560,0.770
1.640,0.770
1.690,0.760
1.770,0.740
1.800,0.720
1.820,0.720
1.800,0.720
1.720,0.740
1.690,0.790
1.610,0.790
1.540,0.790
1.440,0.760
1.370,0.720
1.370,0.790
1.440,0.960
1.510,1.120
1.490,1.170
1.440,1.140
1.390,1.120
1.350,1.060
1.250,1.000
1.170,0.900
1.100,0.830
0.940,0.740
0.790,0.620
0.710,0.530
0.610,0.460
0.530,0.350
0.480,0.240
0.450,0.130
0.440,0.060
0.480,0.000
0.540,-0.090
0.480,-0.220
0.420,-0.340
0.350,-0.450
0.280,-0.560
0.240,-0.660
0.140,-0.790
-0.050,-0.940
-0.170,-1.120
-0.300,-1.230
-0.380,-1.420
-0.490,-1.560
-0.560,-1.720
-0.720,-1.800
-0.850,-1.880
-0.960,-1.900
-1.040,-1.900
-1.060,-1.820
-1.100,-1.740
-1.120,-1.690
-1.120,-1.590
-1.100,-1.460
-1.060,-1.320
-0.960,-1.120
-0.720,-0.860
-0.550,-0.670
TABLEDB_END
TABLEDB_BEGIN
17
SECOND
Ns=1.9(5200gpm)(101metric)
-1.630,-1.610
-1.500,-1.270
-1.350,-1.210
-1.180,-0.990
-1.010,-0.770
-0.820,-0.540
-0.620,-0.330
-0.230,0.000
0.170,0.330
0.500,0.500
0.690,0.620
0.890,0.700
1.080,0.750
1.270,0.790
1.440,0.830
1.560,0.870
1.710,0.840
1.840,0.790
2.000,0.720
2.150,0.590
2.340,0.510
2.470,0.540
2.650,0.600
2.850,0.730
3.080,0.980
3.240,1.240
3.410,1.550
3.510,1.770
3.630,2.020
3.630,2.230
3.630,2.380
3.510,2.550
3.340,2.650
2.990,2.750
2.510,2.750
2.030,2.700
1.550,2.600
1.300,2.440
1.080,2.230
0.970,1.930
0.860,1.590
0.750,1.250
0.670,0.930
0.530,0.620
0.420,0.380
0.330,0.210
0.230,-0.020
0.150,-0.100
0.090,-0.370
0.050,-0.590
0.010,-0.800
0.000,-0.970
-0.070,-1.080
-0.390,-1.220
-0.640,-1.300
-0.800,-1.330
-0.910,-1.350
-0.990,-1.400
-0.980,-1.440
-0.970,-1.480
-1.010,-1.500
-1.080,-1.610
-1.210,-1.760
-1.370,-1.930
-1.550,-2.020
-1.680,-2.080
-1.780,-2.120
-1.880,-2.150
-1.930,-2.140
-1.900,-2.030
-1.840,-1.940
-1.770,-1.810
-1.630,-1.610
TABLEDB_END
TABLEDB_BEGIN
18
SECOND
Ns=2.32(6340gpm)(123metric)
-1.250,-1.590
-1.020,-1.150
-0.770,-0.830
-0.590,-0.550
-0.430,-0.330
-0.280,-0.110
-0.100,0.020
0.040,0.210
0.300,0.380
0.500,0.500
0.670,0.580
0.820,0.670
0.930,0.740
1.050,0.810
1.230,0.900
1.440,0.980
1.570,1.100
1.720,1.190
1.750,1.230
1.860,1.320
1.900,1.390
1.940,1.500
2.010,1.590
2.030,1.650
2.050,1.720
2.100,1.820
2.090,1.900
2.130,1.940
2.100,1.980
2.010,2.010
2.030,2.030
2.070,2.120
2.030,2.140
1.980,2.140
1.960,2.120
1.900,2.030
1.810,1.920
1.790,1.790
1.700,1.670
1.570,1.500
1.480,1.260
1.370,1.060
1.170,0.840
1.100,0.670
0.960,0.480
0.810,0.320
0.680,0.180
0.540,0.000
0.380,-0.170
0.290,-0.330
0.170,-0.500
0.080,-0.700
-0.120,-0.930
-0.280,-1.150
-0.400,-1.440
-0.510,-1.620
-0.640,-1.720
-0.840,-1.790
-1.070,-1.900
-1.300,-1.960
-1.500,-2.320
-1.680,-2.550
-1.920,-2.820
-2.070,-2.970
-2.170,-3.130
-2.270,-3.220
-2.290,-3.220
-2.240,-3.050
-2.120,-2.750
-1.920,-2.490
-1.680,-2.190
-1.470,-1.920
-1.250,-1.590
TABLEDB_END
TABLEDB_BEGIN
19
SECOND
Ns=2.48(6790gpm)(131metric)
-1.560,-1.580
-1.430,-1.410
-1.280,-1.220
-1.070,-0.980
-0.890,-0.720
-0.670,-0.540
-0.410,-0.330
-0.110,0.000
0.120,0.290
0.500,0.500
0.720,0.620
0.870,0.700
0.990,0.740
1.070,0.760
1.180,0.780
1.340,0.800
1.550,0.830
1.850,0.880
2.130,0.920
2.400,0.980
2.640,1.040
2.850,1.090
3.050,1.170
3.250,1.280
3.460,1.400
3.530,1.530
3.630,1.730
3.560,1.840
3.560,2.100
3.530,2.260
3.530,2.500
3.490,2.560
3.430,2.670
3.400,2.780
3.250,2.800
3.020,2.800
2.580,2.670
2.070,2.480
1.520,2.240
1.200,1.970
0.900,1.640
0.700,1.290
0.560,0.880
0.450,0.560
0.340,0.290
0.250,0.050
0.170,-0.060
0.100,-0.290
0.040,-0.450
-0.050,-0.630
-0.180,-0.790
-0.270,-0.940
-0.450,-1.100

-0.600,-1.220
-0.730,-1.340
-0.880,-1.430
-1.000,-1.500
-1.040,-1.520
-1.010,-1.560
-1.000,-1.530
-1.070,-1.630
-1.190,-1.750
-1.350,-1.930
-1.500,-2.040
-1.660,-2.130
-1.770,-2.160
-1.830,-2.160
-1.830,-2.120
-1.850,-2.070
-1.830,-2.010
-1.780,-1.930
-1.690,-1.770
-1.560,-1.580
TABLEDB_END
TABLEDB_BEGIN
20
SECOND
Ns=2.54(6940gpm)(134metric)
-1.610,-1.610
-1.530,-1.430
-1.380,-1.210
-1.190,-1.020
-1.020,-0.790
-0.830,-0.560
-0.620,-0.330
-0.360,-0.080
0.030,0.310
0.500,0.500
0.700,0.620
0.850,0.700
1.020,0.780
1.150,0.800
1.300,0.790
1.430,0.730
1.480,0.640
1.720,0.550
1.900,0.450
2.010,0.390
2.200,0.380
2.340,0.440
2.530,0.570
2.710,0.720
2.920,0.910
3.120,1.120
3.270,1.390
3.340,1.610
3.400,1.900
3.400,2.090
3.370,2.310
3.340,2.440
3.240,2.600
2.950,2.640
2.490,2.710
2.050,2.670
1.560,2.620
1.320,2.510
1.090,2.210
0.970,1.920
0.790,1.550
0.680,1.270
0.570,0.900
0.460,0.560
0.350,0.300
0.260,0.090
0.180,-0.170
0.110,-0.310
0.060,-0.460
0.020,-0.620
-0.020,-0.780
-0.180,-0.930
-0.360,-1.100
-0.490,-1.200
-0.630,-1.310
-0.780,-1.420
-0.920,-1.470
-1.000,-1.520
-0.990,-1.530
-0.960,-1.510
-1.010,-1.510
-1.110,-1.610
-1.240,-1.790
-1.430,-1.940
-1.550,-2.030
-1.690,-2.140
-1.790,-2.160
-1.840,-2.180
-1.900,-2.110
-1.880,-2.080
-1.850,-1.950
-1.760,-1.810
-1.610,-1.610
TABLEDB_END
TABLEDB_BEGIN
2
FIRST
Ns=2.78(7600gpm)(147metric)
-0.690,-1.420
-0.599,-1.328
-0.512,-1.211
-0.418,-1.056
-0.304,-0.870
-0.181,-0.677
-0.078,-0.573
-0.011,-0.518
0.032,-0.380
0.074,-0.232
0.130,-0.160
0.190,0.000
0.265,0.118
0.363,0.308
0.461,0.442
0.553,0.574
0.674,0.739
0.848,0.929
